R,b,Fij
5.402010050251256,33.24120603015076,0.21393814038576564
5.402010050251256,33.46733668341709,0.21313673198189598
5.402010050251256,33.69346733668342,0.2123100329874943
5.402010050251256,33.91959798994975,0.21145759913713202
5.402010050251256,34.14572864321608,0.21057898774406725
5.402010050251256,34.37185929648241,0.20967375903059554
5.402010050251256,34.597989949748744,0.20874147754700575
5.402010050251256,34.824120603015075,0.20778171368075926
5.402010050251256,35.050251256281406,0.20679404525714312
5.402010050251256,35.27638190954774,0.20577805923175127
5.402010050251256,35.50251256281407,0.2047333534748943
5.402010050251256,35.7286432160804,0.20365953864731198
5.402010050251256,35.95477386934674,0.20255624016537324
5.402010050251256,36.18090452261307,0.20142310025380894
5.402010050251256,36.4070351758794,0.20025978008241346
5.402010050251256,36.63316582914573,0.19906596198274518
5.402010050251256,36.85929648241206,0.197841351739283
5.402010050251256,37.085427135678394,0.19658568094876328
5.402010050251256,37.311557788944725,0.19529870943986136
5.402010050251256,37.537688442211056,0.19398022774451798
5.402010050251256,37.76381909547739,0.19263005961051008
5.402010050251256,37.98994974874372,0.19124806454387452
5.402010050251256,38.21608040201005,0.18983414036807397
5.402010050251256,38.44221105527638,0.18838822578572995
5.402010050251256,38.66834170854271,0.18691030292745492
5.402010050251256,38.89447236180904,0.1854003998702666
5.402010050251256,39.120603015075375,0.18385859310832514
5.402010050251256,39.34673366834171,0.18228500995520974
5.402010050251256,39.572864321608044,0.18067983085897382
5.402010050251256,39.798994974874375,0.17904329160687205
5.402010050251256,40.02512562814071,0.17737568539877954
5.402010050251256,40.25125628140704,0.17567736476595813
5.402010050251256,40.47738693467337,0.17394874331233992
5.402010050251256,40.7035175879397,0.17219029725451762
5.402010050251256,40.92964824120603,0.17040256673821305
5.402010050251256,41.15577889447236,0.16858615690776357
5.402010050251256,41.381909547738694,0.16674173870726014
5.402010050251256,41.608040201005025,0.16487004939229347
5.402010050251256,41.834170854271356,0.16297189273310111
5.402010050251256,42.06030150753769,0.1610481388915798
5.402010050251256,42.28643216080402,0.1590997239566357
5.402010050251256,42.51256281407035,0.1571276491249741
